,0
0,1.0
1,1.0
2,2.0
3,3.0
4,6.0
5,6.0
6,11.0
7,20.0
8,26.0
9,41.0
10,68.0
11,96.0
12,194.0
13,194.0
14,223.0
15,415.0
16,618.0
17,875.0
18,1012.0
19,1291.0
20,1524.0
21,1993.0
22,2571.0
23,3128.0
24,3557.0
25,3824.0
26,4914.0
27,5276.0
28,5675.0
29,6906.0
30,7781.0
31,7781.0
32,9784.0
33,10538.0
34,11510.0
35,12035.0
36,13381.0
37,13989.0
38,14755.0
39,15884.0
40,16809.0
41,16809.0
42,17550.0
43,19815.0
44,20360.0
