,0
0,4
1,6
2,10
3,13
4,17
5,21
6,23
7,28
8,35
9,43
10,57
11,65
12,83
13,100
14,112
15,136
16,191
17,208
18,237
19,281
20,315
21,363
22,403
23,495
24,543
25,624
26,686
27,794
28,865
29,989
30,1091
31,1174
32,1245
33,1345
34,1484
35,1597
36,1711
37,1798
38,1845
39,1971
40,2072
41,2210
42,2379
43,2521
44,2660
45,2726
46,2823
47,2974
48,3213
49,3411
50,3513
51,3732
52,3850
53,4031
54,4138
55,4291
56,4493
57,4673
58,4778
59,4863
