,cumulative_cases_simulated
0,1
1,1
2,3
3,5
4,7
5,9
6,9
7,9
8,14
9,14
10,16
11,18
12,18
13,26
14,31
15,39
16,48
17,58
18,75
19,90
20,108
21,140
22,175
23,212
24,249
25,295
26,357
27,432
28,499
29,580
30,680
31,801
32,939
