,cumulative_cases_simulated
0,1
1,2
2,4
3,4
4,5
5,6
6,9
7,9
8,9
9,10
10,11
11,13
12,17
13,23
14,25
15,29
16,35
17,46
18,57
19,70
20,82
21,106
22,138
23,170
24,204
25,257
26,308
27,382
28,493
29,622
30,785
31,991
32,1261
