,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,3
5,4
6,5
7,5
8,5
9,5
10,7
11,12
12,15
13,18
14,24
15,30
16,37
17,51
18,61
19,76
20,98
21,121
22,148
23,188
24,221
25,273
26,339
27,439
28,540
29,657
30,821
31,1004
32,1233
