,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,2
14,2
15,2
16,4
17,5
18,8
19,9
20,14
21,20
22,27
23,31
24,42
25,59
26,76
27,97
28,122
29,166
30,213
31,291
32,382
