,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,2
5,3
6,5
7,6
8,8
9,11
10,13
11,14
12,18
13,18
14,22
15,28
16,36
17,46
18,59
19,69
20,92
21,117
22,140
23,174
24,213
25,249
26,305
27,382
28,474
29,569
30,689
31,858
32,1034
