,cumulative_cases_simulated
0,1
1,1
2,2
3,4
4,6
5,8
6,12
7,14
8,16
9,18
10,22
11,31
12,40
13,46
14,53
15,62
16,70
17,80
18,96
19,114
20,132
21,154
22,172
23,197
24,218
25,253
26,292
27,338
28,382
29,430
30,516
31,614
32,720
