R0|k|cases
4.085029984003744|0.17934435293179354|[1, 1, 1, 1, 1, 2, 2, 2, 2, 4, 4, 5, 6, 6, 6, 7, 8, 9, 10]
2.2994174126123625|0.5481334594446933|[1, 1, 2, 2, 3, 3, 3, 4, 8, 12, 19, 23, 29, 44, 63, 97, 140, 194, 281]
4.55198793428651|0.4922250321068624|[1, 1, 1, 1, 2, 2, 3, 5, 7, 9, 10, 11, 13, 13, 16, 18, 22, 25, 33]
4.815713446643138|0.4538961790563223|[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3]
1.2516467346540407|0.17151029574099627|None
3.544108412364366|0.19693994708156884|[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
2.7786280346136043|0.303504591739887|[1, 1, 1, 1, 1, 2, 3, 4, 5, 7, 12, 17, 22, 28, 36, 56, 68, 94, 138]
4.505173218803369|0.5687365272436287|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 5, 5, 5, 5]
1.3286420097702427|0.5124942573053833|[1, 1, 1, 1, 2, 4, 6, 11, 19, 34, 52, 92, 168, 298, 502, 889, 1560, 2670, 4694]
1.81898139541542|0.250388654059453|[1, 1, 4, 4, 4, 6, 9, 13, 19, 31, 39, 59, 99, 147, 214, 323, 454, 669, 995]
1.7791675802000189|0.3617432895633069|[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 5, 6, 7, 11, 19, 21, 35]
2.2316432030952433|0.5544749911663737|[1, 1, 3, 5, 11, 19, 28, 40, 46, 64, 91, 119, 164, 256, 364, 513, 746, 1038, 1509]
2.0109388549398055|0.14797938459218588|[1, 1, 3, 6, 8, 12, 17, 28, 46, 65, 86, 134, 206, 314, 487, 713, 1071, 1588, 2385]
3.2866065738275645|0.49435963498995517|[1, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 5, 7, 7, 8, 11, 13, 15, 18]
4.32685436560823|0.5715819090405136|[1, 1, 1, 1, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 6, 7, 7, 8, 8]
3.6441230044780197|0.3073797611382716|[1, 1, 2, 2, 2, 3, 4, 4, 5, 9, 12, 15, 17, 18, 23, 27, 36, 39, 52]
2.1394798382906157|0.48040251939154366|[1, 5, 11, 16, 21, 35, 61, 82, 131, 190, 270, 370, 511, 742, 1075, 1524, 2207, 3162, 4552]
3.6070138350620304|0.4314469320410592|[1, 1, 3, 4, 5, 7, 13, 14, 17, 25, 32, 38, 53, 67, 81, 108, 136, 177, 228]
4.852810128637417|0.14907568703973836|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3.4287604946714167|0.31402112449162956|[1, 1, 2, 2, 2, 4, 4, 5, 8, 12, 20, 25, 26, 34, 43, 59, 69, 90, 117]
1.4116181951284803|0.27245128931506923|[1, 1, 2, 2, 2, 2, 3, 5, 12, 20, 28, 44, 73, 122, 216, 337, 591, 1005, 1646]
2.847621380805599|0.4563362275978442|[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
2.029243631061606|0.22940415378918336|[1, 1, 2, 3, 6, 11, 17, 29, 41, 61, 83, 117, 164, 258, 372, 525, 775, 1107, 1603]
2.966393728808449|0.5893103625862441|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.915919216404189|0.4718931725210521|[1, 1, 1, 1, 1, 1, 2, 2, 3, 4, 4, 4, 4, 4, 5, 7, 7, 8, 8]
1.8101372020769468|0.22247067634381698|[1, 1, 1, 2, 3, 4, 4, 6, 9, 14, 18, 26, 36, 59, 89, 148, 233, 360, 532]
3.769848114860654|0.3143923456931027|[1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 4, 4, 6, 6, 8, 9, 12, 12, 16]
1.3432796884878657|0.1530744420287379|[1, 1, 3, 4, 9, 12, 19, 28, 46, 71, 97, 163, 266, 420, 687, 1136, 1894, 3126, 5206]
2.157428063291354|0.30145064953638656|[1, 1, 1, 2, 2, 2, 2, 3, 4, 5, 9, 11, 12, 18, 23, 28, 36, 51, 64]
3.299303964580927|0.167309515635484|[1, 1, 3, 3, 4, 6, 6, 6, 7, 9, 10, 13, 15, 16, 21, 27, 41, 50, 63]
4.588355792676861|0.2495284392305863|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3.7615736694525017|0.4640185169173998|[1, 1, 3, 3, 3, 4, 5, 5, 6, 8, 12, 15, 17, 18, 24, 29, 30, 36, 44]
1.4717616073370285|0.31218818031329054|[1, 1, 1, 2, 3, 5, 7, 12, 22, 29, 44, 69, 107, 168, 271, 428, 690, 1127, 1809]
4.998326183880975|0.5797637792633202|[1, 1, 1, 1, 2, 3, 4, 6, 7, 7, 9, 9, 9, 11, 12, 14, 17, 20, 23]
4.919689589399768|0.5757323261705986|[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 4, 4, 5, 7, 17]
1.159469298019391|0.2823742257518901|None
3.453989773259384|0.31856387784950946|[1, 1, 3, 3, 5, 6, 6, 7, 11, 16, 23, 36, 44, 56, 69, 91, 112, 131, 163]
2.1221460257285045|0.2094178256797312|[1, 2, 4, 4, 5, 7, 8, 9, 13, 18, 27, 41, 57, 79, 108, 140, 205, 277, 379]
4.898298209044126|0.1040611717810486|[1, 1, 2, 4, 5, 5, 5, 5, 6, 8, 12, 16, 17, 20, 23, 26, 27, 31, 40]
4.243976748267791|0.2945987046229078|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3.1589020697312673|0.4400283284948767|[1, 1, 1, 4, 4, 4, 5, 8, 9, 11, 13, 14, 19, 25, 29, 33, 40, 58, 78]
1.3979551566949828|0.14913548982429184|[1, 1, 2, 5, 10, 24, 30, 47, 71, 112, 169, 272, 422, 668, 1073, 1754, 2809, 4538, 7381]
2.967656502253105|0.3804958299947947|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1.9958033692920898|0.43311302702100796|[1, 1, 1, 2, 4, 4, 8, 9, 13, 16, 23, 31, 47, 74, 103, 164, 234, 341, 510]
2.3596863191070776|0.2567588908265104|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1.8207419128894307|0.32844633945670243|[1, 1, 1, 1, 2, 4, 4, 4, 5, 9, 14, 20, 37, 60, 79, 119, 169, 253, 391]
2.091907673164518|0.39747687747006344|[1, 3, 3, 4, 4, 5, 9, 17, 27, 40, 56, 80, 101, 152, 217, 292, 412, 586, 812]
4.996487939734006|0.2879232198961822|[1, 1, 2, 4, 5, 6, 7, 8, 12, 14, 14, 15, 19, 21, 24, 28, 34, 40, 47]
1.3200119249111482|0.3867392881780629|[1, 1, 1, 2, 3, 7, 12, 23, 38, 71, 119, 226, 370, 643, 1084, 1873, 3195, 5451, 9406]
2.053614506983746|0.18117769914995277|[1, 1, 1, 1, 1, 1, 2, 4, 8, 13, 15, 19, 33, 56, 84, 128, 182, 267, 372]
3.564893420633938|0.17717740036760712|[1, 1, 2, 2, 3, 4, 5, 5, 6, 7, 9, 9, 11, 17, 23, 35, 43, 48, 60]
2.5105414917230977|0.34923567884823237|[1, 2, 5, 9, 10, 13, 14, 16, 26, 36, 42, 60, 89, 114, 165, 216, 299, 411, 571]
3.7547660158559517|0.43270513305128555|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
