R0|k|cases
1.7116761435564372|0.46956842449102987|[1, 1, 1, 1, 5, 9, 15, 20, 35, 57, 94, 164, 270, 439, 715, 1120, 1788, 2798, 4453]
4.127434847681059|0.5926197469903618|[1, 1, 1, 1, 1, 1, 2, 3, 3, 5, 6, 7, 8, 9, 9, 10, 10, 12, 14]
4.33641501819233|0.2746858402158022|[1, 1, 2, 3, 5, 5, 6, 8, 8, 9, 10, 12, 14, 15, 17, 19, 21, 30, 37]
2.643673710217989|0.2683698366618792|[1, 1, 1, 2, 3, 4, 6, 6, 7, 8, 9, 11, 18, 27, 38, 48, 61, 80, 102]
2.284114732279862|0.13820117759878828|[1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 7, 8, 11, 13, 20, 29]
3.1394357521597014|0.26431738763467494|[1, 2, 4, 6, 6, 9, 10, 13, 13, 17, 20, 22, 29, 38, 44, 51, 64, 82, 107]
4.778454513010847|0.28080956604736873|[1, 1, 1, 1, 2, 3, 5, 7, 10, 11, 12, 15, 16, 17, 22, 23, 26, 31, 34]
1.5273399800175107|0.26487552306254203|[1, 1, 1, 1, 2, 2, 2, 2, 6, 12, 20, 34, 49, 82, 132, 206, 300, 473, 744]
2.495676161999664|0.3001042068677423|[1, 1, 3, 5, 6, 6, 7, 9, 12, 18, 21, 29, 41, 52, 71, 102, 145, 196, 261]
3.5995088897728484|0.353205838174521|[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
4.170282111983413|0.5127662409960115|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 5, 8]
1.401837833129746|0.14885216114951264|[1, 1, 2, 4, 6, 10, 16, 26, 41, 61, 108, 175, 291, 484, 794, 1309, 2131, 3487, 5779]
4.352687172222297|0.4009389604719841|[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 5, 6, 7, 8, 9, 11]
3.006764737223102|0.4973039020128237|[1, 2, 2, 2, 2, 2, 2, 3, 4, 4, 6, 7, 10, 11, 14, 15, 18, 21, 27]
3.1253130090143433|0.2139783653984633|[1, 2, 2, 5, 7, 7, 8, 8, 11, 13, 16, 21, 29, 40, 50, 62, 79, 95, 115]
3.01589310133499|0.39733547287200277|[1, 2, 2, 3, 4, 4, 4, 7, 9, 12, 15, 20, 29, 38, 50, 68, 85, 104, 135]
3.2212349189008536|0.5918178936354562|[1, 1, 2, 2, 2, 3, 3, 5, 5, 7, 9, 13, 17, 21, 26, 29, 36, 50, 67]
4.1707744073394375|0.5449718792612215|[1, 2, 2, 2, 2, 2, 2, 3, 4, 4, 4, 5, 7, 8, 11, 14, 18, 21, 24]
4.171954427984925|0.18623763936708385|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.321467299765269|0.41690863322957417|[1, 1, 1, 1, 1, 1, 2, 3, 4, 4, 4, 5, 5, 5, 7, 10, 15, 21, 27]
2.179854019406478|0.3337985180367151|[1, 1, 1, 1, 1, 1, 1, 2, 5, 10, 15, 17, 26, 37, 53, 69, 91, 124, 182]
2.969653923822063|0.4601710633145565|[1, 1, 3, 4, 4, 7, 11, 12, 18, 25, 30, 43, 53, 70, 83, 109, 155, 206, 280]
2.4440507206754445|0.25777204529905484|[1, 3, 6, 8, 11, 11, 15, 20, 25, 33, 42, 56, 73, 100, 130, 160, 205, 263, 358]
2.32373159087557|0.4036458021600383|[1, 1, 1, 1, 2, 2, 7, 10, 13, 14, 16, 19, 28, 37, 48, 66, 92, 126, 185]
1.0164904824540044|0.43575178418915705|None
3.408365610109991|0.5251157013429463|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.9083238081375056|0.4155563041317494|[1, 1, 1, 1, 1, 1, 1, 4, 6, 7, 11, 15, 22, 29, 36, 48, 61, 76, 116]
4.008506674457998|0.3576571199668258|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.882948810363843|0.11897765808140523|[1, 1, 1, 1, 2, 3, 4, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 9, 10]
1.8956715099463826|0.49033261860034083|[1, 1, 2, 2, 2, 2, 2, 3, 6, 10, 11, 19, 29, 47, 65, 95, 146, 209, 304]
2.0993210658160133|0.3207330367726362|[1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 5, 7, 10, 17, 29, 45, 63, 101, 151]
3.6701192436859187|0.21337365982921894|[1, 1, 1, 2, 3, 4, 4, 5, 6, 6, 9, 11, 12, 15, 20, 27, 31, 37, 41]
1.3212360179013745|0.22689865623792335|None
