R0|k|cases
3.0287216062328723|0.10610498671332638|[1, 1, 2, 4, 5, 5, 9, 12, 12, 14, 15, 21, 24, 27, 34, 43, 49, 59, 70]
3.5959543571611357|0.5442271475220816|[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 5, 5, 6, 8, 9, 13]
4.492063852334919|0.3499866772587692|[1, 2, 2, 4, 4, 5, 6, 8, 10, 12, 15, 16, 18, 22, 24, 32, 38, 41, 47]
1.5637100489000586|0.3908834359192752|[1, 1, 1, 1, 2, 2, 3, 4, 5, 11, 17, 30, 50, 78, 124, 193, 311, 504, 819]
1.2185558938860566|0.18276541005426858|None
2.0085051044365425|0.18091165682713226|[1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 5, 5, 7, 10, 11, 14, 18]
1.7318339934197282|0.11498260764329551|[1, 2, 3, 5, 7, 10, 13, 15, 20, 28, 45, 69, 107, 165, 257, 383, 577, 845, 1242]
4.960198778625289|0.47966938478037613|[1, 1, 1, 1, 1, 1, 2, 3, 4, 4, 4, 7, 8, 8, 9, 9, 10, 11, 12]
3.6992632897122517|0.5090672174318854|[1, 1, 2, 4, 6, 7, 8, 8, 15, 20, 22, 26, 30, 33, 41, 50, 62, 85, 106]
4.643504161208639|0.1134409635122787|[1, 1, 2, 2, 3, 3, 4, 4, 4, 4, 4, 5, 5, 6, 6, 6, 6, 7, 8]
2.144540530897297|0.19819393871849575|[1, 2, 5, 8, 9, 15, 19, 25, 29, 36, 43, 58, 83, 114, 168, 227, 310, 427, 598]
4.15043018489358|0.20187688720712624|[1, 2, 2, 3, 3, 4, 4, 6, 8, 8, 8, 8, 11, 14, 21, 25, 27, 31, 40]
4.136087365569363|0.2951841053178248|[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4]
2.143803183233657|0.12786125561109926|[1, 3, 3, 4, 4, 4, 6, 9, 12, 14, 18, 26, 34, 45, 58, 82, 115, 170, 241]
1.5725026990629631|0.30818655681843155|[1, 3, 7, 13, 18, 24, 43, 58, 100, 164, 248, 384, 577, 891, 1416, 2172, 3378, 5251, 8075]
2.848844167666072|0.3978981360550323|[1, 1, 1, 1, 1, 3, 6, 6, 8, 9, 11, 13, 13, 17, 24, 30, 41, 50, 65]
1.0335825771165923|0.15572269653994011|None
1.062048722319457|0.4760872319821017|None
4.315178450191746|0.3105530038853892|[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 5, 7, 8, 11, 11, 11]
1.1479403956110361|0.3846109758814794|None
3.5511976407262584|0.20109813537180046|[1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
2.749354813246686|0.1737202755853369|[1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 4, 5, 6, 10, 12, 18, 28, 38, 49]
2.3747572524265625|0.5857459519215262|[1, 2, 2, 2, 2, 2, 4, 6, 9, 10, 13, 21, 32, 41, 58, 80, 98, 134, 185]
2.9710628164016293|0.5808175397543687|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.722519672126981|0.2341121477316033|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 5, 5, 5, 6, 6]
1.342425502612513|0.5032379938642072|[1, 1, 1, 2, 3, 4, 9, 23, 39, 70, 123, 219, 379, 643, 1100, 1939, 3262, 5540, 9301]
4.162686375072454|0.44033166504858734|[1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 4, 5, 5, 8, 10, 11, 13, 14]
2.008434931664565|0.3976162687501814|[1, 1, 2, 2, 5, 5, 8, 11, 18, 25, 30, 40, 57, 71, 97, 131, 176, 239, 331]
3.0302042914059615|0.3655046956882263|[1, 1, 1, 1, 1, 2, 3, 4, 5, 10, 14, 19, 20, 28, 36, 44, 56, 68, 85]
1.1323411309562537|0.48433853917345515|None
2.7565480451244184|0.24349098503644093|[1, 3, 4, 5, 6, 7, 10, 14, 17, 20, 27, 35, 51, 69, 95, 119, 165, 208, 261]
2.8784423075428935|0.4366516992518409|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
4.709480057233081|0.20958345354399113|[1, 1, 1, 1, 1, 1, 2, 5, 5, 6, 8, 8, 9, 11, 12, 15, 15, 18, 22]
2.5708869987600003|0.5158236863187705|[1, 1, 2, 4, 6, 7, 10, 12, 15, 18, 21, 26, 34, 43, 54, 72, 99, 125, 169]
1.7125828632970421|0.45486728567766366|[1, 1, 2, 5, 8, 12, 22, 35, 58, 99, 156, 249, 370, 572, 900, 1378, 2087, 3164, 4773]
2.4532397540607596|0.49529978257876683|[1, 1, 2, 2, 2, 2, 2, 2, 3, 4, 8, 9, 13, 18, 27, 33, 44, 63, 81]
1.0894968935910239|0.2713892372726965|None
1.4479664091434774|0.3277138975659153|[1, 2, 3, 6, 11, 17, 26, 41, 61, 94, 161, 254, 403, 694, 1139, 1822, 2981, 4897, 8150]
4.646203088278119|0.27953009880746715|[1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
3.215030428594469|0.45754429650955786|[1, 2, 3, 3, 4, 4, 4, 5, 9, 11, 14, 21, 30, 39, 58, 66, 90, 124, 151]
4.47044049141525|0.1666002518344957|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 4, 5, 7]
2.7834034982739766|0.3321443362855985|[1, 1, 2, 2, 3, 3, 3, 3, 4, 7, 10, 14, 24, 28, 30, 40, 54, 74, 102]
4.259461945230129|0.4912882701328698|[1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
3.4254060324900637|0.1447603709542283|[1, 2, 4, 5, 5, 7, 7, 8, 11, 12, 18, 20, 23, 26, 30, 38, 48, 61, 75]
2.969800732455795|0.2434356468553918|[1, 1, 2, 3, 3, 4, 4, 6, 7, 7, 8, 8, 10, 11, 16, 19, 24, 28, 34]
1.2239241413740714|0.3282219630046618|None
2.5015777560095795|0.5973808465358053|[1, 1, 2, 5, 5, 9, 12, 17, 26, 35, 43, 55, 66, 86, 115, 141, 191, 240, 319]
2.0093802414137625|0.35265826528568445|[1, 2, 5, 7, 10, 11, 17, 26, 30, 45, 61, 92, 135, 185, 256, 364, 506, 712, 981]
2.0213839858704556|0.5465983666183607|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3.4307281380998895|0.533678823646094|[1, 2, 3, 3, 5, 8, 11, 21, 27, 39, 52, 66, 88, 112, 145, 186, 245, 308, 400]
2.0213041382493|0.3674560726576961|[1, 1, 1, 2, 2, 2, 2, 8, 9, 13, 17, 25, 39, 50, 65, 85, 114, 157, 221]
1.2809232589090107|0.4126561215980391|None
2.960486466631516|0.13924853571522097|[1, 2, 2, 2, 2, 2, 4, 5, 8, 13, 16, 20, 28, 33, 40, 54, 63, 80, 95]
4.746654320810091|0.37002546314202256|[1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 5, 5, 7, 8, 10, 12, 14, 16, 24]
4.42791272902072|0.5445498147825714|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 5, 6, 7, 8, 9, 10]
1.7973830832962068|0.1892560919733516|[1, 2, 2, 4, 8, 12, 19, 26, 41, 66, 99, 146, 220, 334, 508, 808, 1221, 1796, 2720]
2.6872722927537582|0.2587718944558225|[1, 1, 3, 6, 6, 9, 12, 15, 24, 31, 48, 56, 82, 115, 156, 208, 280, 386, 529]
4.026174268683148|0.21001640696769278|[1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 4, 5, 8, 10, 10, 11, 14, 17, 18]
4.1740202849250245|0.5453665884934389|[1, 1, 1, 2, 3, 3, 3, 4, 7, 8, 12, 15, 19, 26, 28, 34, 42, 51, 59]
4.892192103392313|0.4821717370498333|[1, 1, 2, 2, 2, 3, 4, 5, 9, 11, 14, 16, 18, 22, 28, 32, 34, 39, 46]
4.169867804133801|0.14178509826773275|[1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 5, 5, 5, 6, 6, 7, 9]
3.6983399805128045|0.310715011308179|[1, 1, 2, 5, 7, 8, 9, 9, 11, 14, 21, 23, 25, 32, 42, 49, 67, 74, 83]
2.728160205173351|0.13217290054740258|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2.7415451744857924|0.2600778188491266|[1, 1, 1, 1, 1, 2, 2, 2, 3, 4, 6, 10, 13, 16, 17, 21, 29, 42, 45]
2.3442558260126924|0.2976796017203005|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 4, 7]
4.453410379286536|0.24274145477320722|[1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 8, 8, 9]
3.324785421827605|0.3654833927091653|[1, 1, 1, 2, 4, 5, 7, 8, 14, 19, 27, 32, 35, 44, 54, 63, 78, 94, 114]
