,cumulative_cases_simulated
0,1
1,2
2,4
3,7
4,7
5,7
6,7
7,7
8,9
9,10
10,15
11,19
12,23
13,29
14,33
15,44
16,50
17,62
18,73
19,89
20,116
21,144
22,173
23,220
24,271
25,338
26,409
27,480
28,581
29,702
30,846
31,1009
32,1207
