,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,3
6,5
7,6
8,6
9,8
10,9
11,12
12,14
13,17
14,25
15,28
16,33
17,41
18,50
19,61
20,73
21,91
22,101
23,125
24,147
25,173
26,222
27,276
28,329
29,396
30,490
31,604
32,711
