,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,3
5,5
6,5
7,7
8,8
9,10
10,12
11,15
12,20
13,29
14,35
15,46
16,56
17,70
18,79
19,98
20,120
21,149
22,182
23,223
24,283
25,345
26,409
27,508
28,618
29,744
30,892
31,1071
32,1276
