,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,3
20,3
21,4
22,6
23,8
24,10
25,13
26,14
27,16
28,18
29,22
30,25
31,34
32,42
