,cumulative_cases_simulated
0,1
1,1
2,2
3,2
4,3
5,3
6,4
7,4
8,5
9,6
10,8
11,9
12,10
13,12
14,16
15,23
16,28
17,34
18,40
19,48
20,56
21,70
22,75
23,93
24,106
25,119
26,145
27,179
28,217
29,252
30,312
31,358
32,427
