,cumulative_cases_simulated
0,1
1,2
2,2
3,3
4,4
5,5
6,5
7,5
8,5
9,7
10,7
11,11
12,13
13,15
14,19
15,23
16,28
17,33
18,39
19,46
20,52
21,64
22,81
23,100
24,122
25,152
26,188
27,228
28,273
29,336
30,411
31,502
32,619
