,cumulative_cases_simulated
0,1
1,2
2,3
3,3
4,3
5,3
6,4
7,6
8,6
9,6
10,6
11,6
12,7
13,10
14,13
15,15
16,15
17,21
18,27
19,35
20,53
21,66
22,81
23,109
24,151
25,196
26,253
27,327
28,422
29,584
30,767
31,1017
32,1354
