,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,5
5,5
6,6
7,8
8,10
9,14
10,19
11,24
12,29
13,37
14,42
15,51
16,60
17,69
18,75
19,94
20,116
21,136
22,159
23,194
24,235
25,282
26,329
27,408
28,504
29,603
30,721
31,873
32,1020
