,cumulative_cases_simulated
0,1
1,1
2,1
3,3
4,3
5,3
6,4
7,6
8,8
9,9
10,13
11,14
12,16
13,18
14,19
15,23
16,26
17,30
18,40
19,48
20,54
21,64
22,77
23,96
24,113
25,134
26,177
27,211
28,262
29,322
30,383
31,458
32,543
