,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,4
5,6
6,10
7,12
8,15
9,16
10,19
11,27
12,30
13,35
14,49
15,55
16,65
17,73
18,92
19,108
20,121
21,148
22,172
23,212
24,248
25,295
26,356
27,437
28,533
29,644
30,783
31,955
32,1148
