,cumulative_cases_simulated
0,1
1,2
2,3
3,3
4,4
5,4
6,4
7,4
8,4
9,5
10,5
11,7
12,9
13,14
14,18
15,23
16,28
17,36
18,40
19,48
20,58
21,69
22,78
23,92
24,111
25,137
26,174
27,199
28,237
29,274
30,319
31,385
32,455
