,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,3
7,5
8,6
9,7
10,8
11,10
12,12
13,19
14,26
15,29
16,35
17,44
18,49
19,60
20,75
21,87
22,109
23,136
24,172
25,212
26,264
27,341
28,426
29,530
30,647
31,816
32,1005
