,cumulative_cases_simulated
0,1
1,1
2,2
3,2
4,2
5,2
6,2
7,3
8,3
9,5
10,6
11,8
12,9
13,10
14,13
15,15
16,19
17,28
18,39
19,46
20,56
21,75
22,93
23,114
24,145
25,186
26,240
27,326
28,404
29,515
30,650
31,816
32,1029
