,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,2
5,2
6,3
7,5
8,6
9,7
10,9
11,10
12,15
13,19
14,23
15,33
16,42
17,52
18,70
19,86
20,103
21,127
22,161
23,195
24,245
25,324
26,408
27,514
28,639
29,795
30,989
31,1249
32,1538
