,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,4
5,5
6,5
7,6
8,10
9,12
10,13
11,14
12,18
13,21
14,25
15,31
16,42
17,56
18,77
19,93
20,120
21,152
22,187
23,229
24,279
25,336
26,413
27,492
28,636
29,774
30,967
31,1199
32,1461
