,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,4
6,4
7,4
8,4
9,5
10,8
11,9
12,12
13,12
14,16
15,19
16,20
17,25
18,30
19,37
20,47
21,59
22,68
23,89
24,122
25,156
26,201
27,251
28,302
29,377
30,456
31,560
32,708
