,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,2
5,3
6,4
7,5
8,6
9,7
10,10
11,14
12,14
13,23
14,30
15,36
16,48
17,53
18,60
19,69
20,90
21,119
22,154
23,188
24,234
25,285
26,354
27,434
28,535
29,673
30,824
31,1010
32,1246
