,cumulative_cases_simulated
0,1
1,2
2,2
3,3
4,4
5,6
6,9
7,11
8,13
9,16
10,21
11,26
12,34
13,35
14,41
15,54
16,61
17,70
18,86
19,103
20,133
21,164
22,206
23,266
24,328
25,389
26,477
27,566
28,696
29,850
30,1041
31,1294
32,1609
