,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,3
5,4
6,5
7,7
8,8
9,11
10,13
11,16
12,17
13,19
14,24
15,29
16,41
17,47
18,58
19,78
20,96
21,123
22,163
23,207
24,251
25,301
26,383
27,466
28,557
29,692
30,893
31,1090
32,1350
