,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,2
7,5
8,5
9,5
10,5
11,6
12,6
13,8
14,9
15,11
16,11
17,15
18,20
19,31
20,34
21,46
22,66
23,87
24,133
25,166
26,220
27,300
28,393
29,526
30,732
31,993
32,1287
