,cumulative_cases_simulated
0,1
1,1
2,1
3,4
4,8
5,8
6,9
7,10
8,11
9,11
10,14
11,20
12,22
13,28
14,37
15,43
16,52
17,64
18,77
19,93
20,114
21,137
22,165
23,205
24,249
25,310
26,397
27,488
28,578
29,693
30,832
31,1038
32,1267
