,cumulative_cases_simulated
0,1
1,1
2,2
3,2
4,2
5,2
6,4
7,4
8,5
9,5
10,8
11,8
12,10
13,13
14,14
15,20
16,22
17,32
18,38
19,47
20,65
21,87
22,107
23,136
24,167
25,199
26,244
27,308
28,374
29,470
30,590
31,746
32,937
