,cumulative_cases_simulated
0,1
1,4
2,5
3,6
4,7
5,7
6,7
7,7
8,8
9,9
10,10
11,12
12,12
13,14
14,15
15,20
16,25
17,31
18,35
19,43
20,49
21,58
22,70
23,83
24,91
25,112
26,133
27,154
28,181
29,221
30,262
31,324
32,376
