,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,2
6,4
7,5
8,5
9,5
10,6
11,6
12,8
13,9
14,10
15,13
16,16
17,21
18,25
19,33
20,42
21,58
22,73
23,83
24,101
25,125
26,149
27,184
28,219
29,267
30,332
31,416
32,498
