,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,2
6,2
7,2
8,2
9,4
10,5
11,9
12,12
13,17
14,24
15,37
16,50
17,61
18,78
19,104
20,134
21,165
22,205
23,259
24,315
25,391
26,482
27,584
28,719
29,881
30,1060
31,1253
32,1502
