,cumulative_cases_simulated
0,1
1,1
2,2
3,4
4,6
5,6
6,8
7,9
8,9
9,9
10,9
11,12
12,13
13,15
14,21
15,24
16,31
17,40
18,52
19,60
20,85
21,100
22,118
23,142
24,169
25,203
26,238
27,287
28,336
29,402
30,473
31,571
32,702
