,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,2
10,2
11,4
12,4
13,4
14,6
15,8
16,8
17,10
18,12
19,14
20,21
21,30
22,42
23,53
24,74
25,99
26,134
27,175
28,236
29,306
30,406
31,559
32,769
