,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,2
5,3
6,3
7,3
8,5
9,5
10,7
11,10
12,13
13,15
14,22
15,25
16,31
17,37
18,46
19,62
20,75
21,89
22,112
23,139
24,184
25,236
26,303
27,370
28,468
29,595
30,760
31,937
32,1187
