,cumulative_cases_simulated
0,1
1,1
2,2
3,3
4,5
5,7
6,9
7,10
8,12
9,12
10,17
11,19
12,25
13,31
14,40
15,44
16,58
17,72
18,86
19,106
20,129
21,152
22,179
23,216
24,270
25,318
26,370
27,449
28,547
29,670
30,831
31,1005
32,1203
