,cumulative_cases_simulated
0,1
1,2
2,4
3,6
4,8
5,10
6,13
7,15
8,18
9,19
10,21
11,26
12,28
13,33
14,37
15,45
16,52
17,56
18,62
19,73
20,85
21,96
22,118
23,141
24,160
25,186
26,224
27,274
28,342
29,392
30,476
31,571
32,711
