,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,2
11,2
12,5
13,7
14,8
15,10
16,12
17,15
18,20
19,28
20,37
21,45
22,56
23,75
24,99
25,121
26,138
27,168
28,208
29,248
30,294
31,368
32,462
