,cumulative_cases_simulated
0,1
1,1
2,2
3,2
4,3
5,3
6,3
7,4
8,4
9,5
10,5
11,6
12,8
13,10
14,11
15,12
16,14
17,19
18,24
19,29
20,35
21,47
22,53
23,64
24,85
25,99
26,128
27,156
28,194
29,242
30,296
31,370
32,468
