,cumulative_cases_simulated
0,1
1,1
2,4
3,6
4,7
5,9
6,11
7,14
8,19
9,22
10,32
11,40
12,45
13,56
14,65
15,76
16,88
17,107
18,132
19,157
20,179
21,212
22,248
23,307
24,350
25,408
26,465
27,544
28,621
29,704
30,813
31,938
32,1058
