,cumulative_cases_simulated
0,1
1,1
2,3
3,6
4,6
5,6
6,7
7,8
8,8
9,8
10,8
11,8
12,8
13,8
14,8
15,11
16,14
17,19
18,25
19,33
20,47
21,67
22,89
23,111
24,143
25,181
26,232
27,305
28,424
29,546
30,725
31,989
32,1301
