,cumulative_cases_simulated
0,1
1,1
2,3
3,5
4,6
5,6
6,7
7,7
8,8
9,9
10,12
11,15
12,17
13,21
14,22
15,24
16,28
17,30
18,42
19,58
20,66
21,78
22,90
23,107
24,126
25,149
26,168
27,198
28,229
29,282
30,337
31,389
32,462
