,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,3
5,4
6,4
7,5
8,7
9,8
10,10
11,11
12,13
13,16
14,18
15,21
16,26
17,28
18,34
19,40
20,46
21,53
22,62
23,70
24,78
25,89
26,102
27,126
28,153
29,187
30,224
31,268
32,326
