,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,2
11,2
12,2
13,3
14,4
15,6
16,6
17,9
18,12
19,15
20,16
21,20
22,29
23,33
24,42
25,48
26,61
27,71
28,88
29,112
30,137
31,172
32,209
