,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,3
5,3
6,5
7,6
8,8
9,11
10,18
11,20
12,25
13,29
14,37
15,41
16,50
17,55
18,72
19,94
20,119
21,141
22,173
23,224
24,284
25,349
26,439
27,551
28,686
29,861
30,1049
31,1283
32,1610
