,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,4
5,6
6,8
7,8
8,12
9,13
10,15
11,15
12,20
13,26
14,29
15,36
16,50
17,56
18,69
19,81
20,98
21,108
22,129
23,147
24,167
25,192
26,222
27,250
28,302
29,363
30,420
31,486
32,559
