,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,3
5,3
6,3
7,3
8,3
9,3
10,3
11,3
12,5
13,7
14,13
15,18
16,20
17,23
18,28
19,31
20,38
21,44
22,48
23,54
24,65
25,78
26,96
27,112
28,137
29,160
30,186
31,223
32,262
