,cumulative_cases_simulated
0,1
1,3
2,4
3,5
4,6
5,7
6,7
7,8
8,8
9,9
10,12
11,20
12,27
13,31
14,39
15,53
16,63
17,75
18,93
19,112
20,136
21,162
22,196
23,233
24,276
25,345
26,416
27,512
28,616
29,730
30,867
31,1022
32,1238
