,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,2
5,3
6,3
7,3
8,5
9,6
10,8
11,11
12,14
13,15
14,19
15,22
16,32
17,44
18,57
19,70
20,81
21,109
22,141
23,167
24,198
25,249
26,305
27,375
28,478
29,588
30,705
31,880
32,1082
