,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,3
8,4
9,5
10,5
11,5
12,7
13,8
14,10
15,13
16,16
17,21
18,27
19,35
20,42
21,48
22,64
23,74
24,93
25,112
26,136
27,174
28,216
29,270
30,325
31,406
32,492
