,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,2
6,4
7,5
8,6
9,9
10,9
11,9
12,11
13,14
14,17
15,21
16,23
17,24
18,29
19,38
20,51
21,58
22,68
23,81
24,101
25,119
26,143
27,169
28,203
29,249
30,295
31,344
32,396
