,cumulative_cases_simulated
0,1
1,2
2,3
3,4
4,4
5,4
6,4
7,6
8,7
9,7
10,7
11,10
12,12
13,15
14,16
15,20
16,37
17,43
18,50
19,61
20,81
21,105
22,138
23,173
24,223
25,294
26,361
27,427
28,536
29,661
30,819
31,996
32,1242
