,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,2
5,4
6,5
7,6
8,8
9,9
10,9
11,10
12,11
13,13
14,16
15,19
16,23
17,24
18,28
19,34
20,40
21,47
22,57
23,68
24,80
25,92
26,106
27,123
28,143
29,160
30,186
31,214
32,243
