,cumulative_cases_simulated
0,1
1,1
2,2
3,2
4,2
5,2
6,5
7,5
8,6
9,8
10,8
11,9
12,11
13,12
14,13
15,18
16,22
17,28
18,35
19,43
20,54
21,70
22,86
23,107
24,127
25,160
26,204
27,259
28,323
29,402
30,508
31,610
32,752
