,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,2
5,4
6,4
7,4
8,7
9,8
10,10
11,13
12,15
13,19
14,25
15,29
16,39
17,54
18,67
19,83
20,106
21,124
22,156
23,189
24,236
25,291
26,369
27,461
28,599
29,772
30,973
31,1201
32,1480
