,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,3
6,3
7,4
8,5
9,7
10,9
11,12
12,13
13,18
14,23
15,27
16,32
17,40
18,51
19,60
20,77
21,102
22,121
23,146
24,179
25,206
26,251
27,309
28,365
29,426
30,528
31,634
32,764
