,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,2
5,2
6,3
7,4
8,4
9,5
10,6
11,8
12,8
13,12
14,14
15,17
16,22
17,27
18,31
19,38
20,49
21,62
22,86
23,105
24,125
25,156
26,194
27,254
28,331
29,420
30,526
31,675
32,849
