,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,2
6,3
7,6
8,8
9,10
10,14
11,15
12,20
13,24
14,31
15,39
16,45
17,61
18,78
19,100
20,119
21,148
22,174
23,214
24,257
25,324
26,392
27,471
28,573
29,711
30,851
31,1023
32,1244
