,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,2
9,3
10,4
11,7
12,9
13,13
14,16
15,22
16,30
17,38
18,48
19,59
20,72
21,101
22,126
23,165
24,203
25,263
26,335
27,417
28,523
29,654
30,822
31,1059
32,1326
