,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,2
6,4
7,5
8,7
9,8
10,9
11,12
12,17
13,21
14,26
15,34
16,44
17,57
18,66
19,81
20,93
21,120
22,143
23,170
24,210
25,264
26,329
27,394
28,472
29,556
30,643
31,770
32,938
